Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2011,"Belleville, Ontario",35522,Number of persons reporting employment income and/or Employment Insurance,v61487138,99.34,50330
2012,"Belleville, Ontario",35522,Number of persons reporting employment income and/or Employment Insurance,v61487138,99.34,47810
2011,"Belleville, Ontario",35522,Percentage of females reporting employment income and/or Employment Insurance,v61487139,99.35,48
2012,"Belleville, Ontario",35522,Percentage of females reporting employment income and/or Employment Insurance,v61487139,99.35,49
2011,"Belleville, Ontario",35522,Percentage of persons with labour income receiving Employment Insurance,v61487140,99.36,12
2012,"Belleville, Ontario",35522,Percentage of persons with labour income receiving Employment Insurance,v61487140,99.36,12
2011,"Belleville, Ontario",35522,"Median employment income, males (dollars)",v61487141,99.37,33650
2012,"Belleville, Ontario",35522,"Median employment income, males (dollars)",v61487141,99.37,34900
2011,"Belleville, Ontario",35522,"Median employment income, females (dollars)",v61487142,99.38,22810
2012,"Belleville, Ontario",35522,"Median employment income, females (dollars)",v61487142,99.38,23550
2011,"Belleville, Ontario",35522,"Median employment income, both sexes (dollars)",v61487143,99.39,27330
2012,"Belleville, Ontario",35522,"Median employment income, both sexes (dollars)",v61487143,99.39,28320
2011,"Belleville, Ontario",35522,Number of persons reporting Canada Child Tax Benefits,v61487144,99.4,10540
2012,"Belleville, Ontario",35522,Number of persons reporting Canada Child Tax Benefits,v61487144,99.4,10070
2011,"Belleville, Ontario",35522,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487145,99.41,37745
2012,"Belleville, Ontario",35522,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487145,99.41,37325
2011,"Cobourg, Ontario",35527,Number of taxfilers,v61487146,100.1,16040
2012,"Cobourg, Ontario",35527,Number of taxfilers,v61487146,100.1,17820
2011,"Cobourg, Ontario",35527,Percentage of taxfilers aged 0 to 24 years,v61487147,100.3,10
2012,"Cobourg, Ontario",35527,Percentage of taxfilers aged 0 to 24 years,v61487147,100.3,10
2011,"Cobourg, Ontario",35527,Percentage of taxfilers aged 25 to 44 years,v61487148,100.4,23
2012,"Cobourg, Ontario",35527,Percentage of taxfilers aged 25 to 44 years,v61487148,100.4,22
2011,"Cobourg, Ontario",35527,Percentage of taxfilers aged 45 to 64 years,v61487149,100.5,35
2012,"Cobourg, Ontario",35527,Percentage of taxfilers aged 45 to 64 years,v61487149,100.5,35
2011,"Cobourg, Ontario",35527,Percentage of taxfilers aged 65 years and over,v61487150,100.6,32
2012,"Cobourg, Ontario",35527,Percentage of taxfilers aged 65 years and over,v61487150,100.6,32
2011,"Cobourg, Ontario",35527,Average age of taxfilers (years),v61487151,100.7,53
2012,"Cobourg, Ontario",35527,Average age of taxfilers (years),v61487151,100.7,53
2011,"Cobourg, Ontario",35527,"Percentage of taxfilers, female",v61487152,100.8,55
2012,"Cobourg, Ontario",35527,"Percentage of taxfilers, female",v61487152,100.8,54
2011,"Cobourg, Ontario",35527,"Percentage of taxfilers, married",v61487153,100.9,51
2012,"Cobourg, Ontario",35527,"Percentage of taxfilers, married",v61487153,100.9,52
2011,"Cobourg, Ontario",35527,Percentage of taxfilers in apartments,v61487154,100.1,6
2012,"Cobourg, Ontario",35527,Percentage of taxfilers in apartments,v61487154,100.1,6
2011,"Cobourg, Ontario",35527,Number of persons,v61487155,100.11,19550
2012,"Cobourg, Ontario",35527,Number of persons,v61487155,100.11,21650
2011,"Cobourg, Ontario",35527,Percentage of persons aged 0 to 24 years,v61487156,100.13,26
2012,"Cobourg, Ontario",35527,Percentage of persons aged 0 to 24 years,v61487156,100.13,26
2011,"Cobourg, Ontario",35527,Percentage of persons aged 25 to 44 years,v61487157,100.14,19
2012,"Cobourg, Ontario",35527,Percentage of persons aged 25 to 44 years,v61487157,100.14,19
2011,"Cobourg, Ontario",35527,Percentage of persons aged 45 to 64 years,v61487158,100.15,29
2012,"Cobourg, Ontario",35527,Percentage of persons aged 45 to 64 years,v61487158,100.15,29
2011,"Cobourg, Ontario",35527,Percentage of persons aged 65 years and over,v61487159,100.16,26
2012,"Cobourg, Ontario",35527,Percentage of persons aged 65 years and over,v61487159,100.16,27
2011,"Cobourg, Ontario",35527,Average age of persons (years),v61487160,100.17,46
2012,"Cobourg, Ontario",35527,Average age of persons (years),v61487160,100.17,46
2011,"Cobourg, Ontario",35527,"Percentage of persons, female",v61487161,100.18,54
2012,"Cobourg, Ontario",35527,"Percentage of persons, female",v61487161,100.18,54
2011,"Cobourg, Ontario",35527,"Percentage of persons, married",v61487162,100.19,42
2012,"Cobourg, Ontario",35527,"Percentage of persons, married",v61487162,100.19,43
2011,"Cobourg, Ontario",35527,Percentage of persons in apartments,v61487163,100.2,6
2012,"Cobourg, Ontario",35527,Percentage of persons in apartments,v61487163,100.2,6
2011,"Cobourg, Ontario",35527,Number of persons with total income,v61487164,100.21,15960
2012,"Cobourg, Ontario",35527,Number of persons with total income,v61487164,100.21,17620
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $15,000 and over",v61487165,100.22,78
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $15,000 and over",v61487165,100.22,79
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $25,000 and over",v61487166,100.23,59
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $25,000 and over",v61487166,100.23,60
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $35,000 and over",v61487167,100.24,44
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $35,000 and over",v61487167,100.24,45
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $50,000 and over",v61487168,100.25,27
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $50,000 and over",v61487168,100.25,28
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $75,000 and over",v61487169,100.26,13
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $75,000 and over",v61487169,100.26,14
2011,"Cobourg, Ontario",35527,"Percentage of persons with total income $100,000 and over",v61487170,100.27,5
2012,"Cobourg, Ontario",35527,"Percentage of persons with total income $100,000 and over",v61487170,100.27,6
2011,"Cobourg, Ontario",35527,"Median total income, males (dollars)",v61487171,100.28,38270
2012,"Cobourg, Ontario",35527,"Median total income, males (dollars)",v61487171,100.28,39400
2011,"Cobourg, Ontario",35527,"Median total income, females (dollars)",v61487172,100.29,25600
2012,"Cobourg, Ontario",35527,"Median total income, females (dollars)",v61487172,100.29,26900
2011,"Cobourg, Ontario",35527,"Median total income, both sexes (dollars)",v61487173,100.3,30540
2012,"Cobourg, Ontario",35527,"Median total income, both sexes (dollars)",v61487173,100.3,31580
2011,"Cobourg, Ontario",35527,Canadian index of median total income,v61487174,100.31,101.2
2012,"Cobourg, Ontario",35527,Canadian index of median total income,v61487174,100.31,100.8
2011,"Cobourg, Ontario",35527,Provincial index of median total income,v61487175,100.32,100.8
2012,"Cobourg, Ontario",35527,Provincial index of median total income,v61487175,100.32,100.9
2011,"Cobourg, Ontario",35527,Number of persons reporting employment income and/or Employment Insurance,v61487176,100.34,10240
2012,"Cobourg, Ontario",35527,Number of persons reporting employment income and/or Employment Insurance,v61487176,100.34,11410
2011,"Cobourg, Ontario",35527,Percentage of females reporting employment income and/or Employment Insurance,v61487177,100.35,49
2012,"Cobourg, Ontario",35527,Percentage of females reporting employment income and/or Employment Insurance,v61487177,100.35,49
2011,"Cobourg, Ontario",35527,Percentage of persons with labour income receiving Employment Insurance,v61487178,100.36,13
2012,"Cobourg, Ontario",35527,Percentage of persons with labour income receiving Employment Insurance,v61487178,100.36,11
2011,"Cobourg, Ontario",35527,"Median employment income, males (dollars)",v61487179,100.37,30790
2012,"Cobourg, Ontario",35527,"Median employment income, males (dollars)",v61487179,100.37,32210
2011,"Cobourg, Ontario",35527,"Median employment income, females (dollars)",v61487180,100.38,22180
2012,"Cobourg, Ontario",35527,"Median employment income, females (dollars)",v61487180,100.38,23350
2011,"Cobourg, Ontario",35527,"Median employment income, both sexes (dollars)",v61487181,100.39,25920
2012,"Cobourg, Ontario",35527,"Median employment income, both sexes (dollars)",v61487181,100.39,27310
2011,"Cobourg, Ontario",35527,Number of persons reporting Canada Child Tax Benefits,v61487182,100.4,1860
2012,"Cobourg, Ontario",35527,Number of persons reporting Canada Child Tax Benefits,v61487182,100.4,2020
2011,"Cobourg, Ontario",35527,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487183,100.41,6590
2012,"Cobourg, Ontario",35527,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487183,100.41,7280
2011,"Port Hope, Ontario",35528,Number of taxfilers,v61487184,101.1,12760
2012,"Port Hope, Ontario",35528,Number of taxfilers,v61487184,101.1,12830
2011,"Port Hope, Ontario",35528,Percentage of taxfilers aged 0 to 24 years,v61487185,101.3,11
2012,"Port Hope, Ontario",35528,Percentage of taxfilers aged 0 to 24 years,v61487185,101.3,11
2011,"Port Hope, Ontario",35528,Percentage of taxfilers aged 25 to 44 years,v61487186,101.4,26
2012,"Port Hope, Ontario",35528,Percentage of taxfilers aged 25 to 44 years,v61487186,101.4,25
2011,"Port Hope, Ontario",35528,Percentage of taxfilers aged 45 to 64 years,v61487187,101.5,39
2012,"Port Hope, Ontario",35528,Percentage of taxfilers aged 45 to 64 years,v61487187,101.5,38
2011,"Port Hope, Ontario",35528,Percentage of taxfilers aged 65 years and over,v61487188,101.6,25
2012,"Port Hope, Ontario",35528,Percentage of taxfilers aged 65 years and over,v61487188,101.6,26
2011,"Port Hope, Ontario",35528,Average age of taxfilers (years),v61487189,101.7,51
2012,"Port Hope, Ontario",35528,Average age of taxfilers (years),v61487189,101.7,51
2011,"Port Hope, Ontario",35528,"Percentage of taxfilers, female",v61487190,101.8,53
2012,"Port Hope, Ontario",35528,"Percentage of taxfilers, female",v61487190,101.8,53
2011,"Port Hope, Ontario",35528,"Percentage of taxfilers, married",v61487191,101.9,52
2012,"Port Hope, Ontario",35528,"Percentage of taxfilers, married",v61487191,101.9,52
2011,"Port Hope, Ontario",35528,Percentage of taxfilers in apartments,v61487192,101.1,4
2012,"Port Hope, Ontario",35528,Percentage of taxfilers in apartments,v61487192,101.1,4
2011,"Port Hope, Ontario",35528,Number of persons,v61487193,101.11,15720
2012,"Port Hope, Ontario",35528,Number of persons,v61487193,101.11,15730
2011,"Port Hope, Ontario",35528,Percentage of persons aged 0 to 24 years,v61487194,101.13,27
2012,"Port Hope, Ontario",35528,Percentage of persons aged 0 to 24 years,v61487194,101.13,27
2011,"Port Hope, Ontario",35528,Percentage of persons aged 25 to 44 years,v61487195,101.14,21
2012,"Port Hope, Ontario",35528,Percentage of persons aged 25 to 44 years,v61487195,101.14,21
2011,"Port Hope, Ontario",35528,Percentage of persons aged 45 to 64 years,v61487196,101.15,32
2012,"Port Hope, Ontario",35528,Percentage of persons aged 45 to 64 years,v61487196,101.15,31
2011,"Port Hope, Ontario",35528,Percentage of persons aged 65 years and over,v61487197,101.16,20
2012,"Port Hope, Ontario",35528,Percentage of persons aged 65 years and over,v61487197,101.16,21
2011,"Port Hope, Ontario",35528,Average age of persons (years),v61487198,101.17,43
2012,"Port Hope, Ontario",35528,Average age of persons (years),v61487198,101.17,43
2011,"Port Hope, Ontario",35528,"Percentage of persons, female",v61487199,101.18,52
2012,"Port Hope, Ontario",35528,"Percentage of persons, female",v61487199,101.18,52
2011,"Port Hope, Ontario",35528,"Percentage of persons, married",v61487200,101.19,43
2012,"Port Hope, Ontario",35528,"Percentage of persons, married",v61487200,101.19,43
2011,"Port Hope, Ontario",35528,Percentage of persons in apartments,v61487201,101.2,3
2012,"Port Hope, Ontario",35528,Percentage of persons in apartments,v61487201,101.2,4
2011,"Port Hope, Ontario",35528,Number of persons with total income,v61487202,101.21,12690
2012,"Port Hope, Ontario",35528,Number of persons with total income,v61487202,101.21,12680
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $15,000 and over",v61487203,101.22,76
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $15,000 and over",v61487203,101.22,78
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $25,000 and over",v61487204,101.23,58
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $25,000 and over",v61487204,101.23,60
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $35,000 and over",v61487205,101.24,45
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $35,000 and over",v61487205,101.24,47
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $50,000 and over",v61487206,101.25,28
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $50,000 and over",v61487206,101.25,29
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $75,000 and over",v61487207,101.26,13
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $75,000 and over",v61487207,101.26,14
2011,"Port Hope, Ontario",35528,"Percentage of persons with total income $100,000 and over",v61487208,101.27,6
2012,"Port Hope, Ontario",35528,"Percentage of persons with total income $100,000 and over",v61487208,101.27,6
2011,"Port Hope, Ontario",35528,"Median total income, males (dollars)",v61487209,101.28,40060
2012,"Port Hope, Ontario",35528,"Median total income, males (dollars)",v61487209,101.28,41040
2011,"Port Hope, Ontario",35528,"Median total income, females (dollars)",v61487210,101.29,24280
2012,"Port Hope, Ontario",35528,"Median total income, females (dollars)",v61487210,101.29,25480
2011,"Port Hope, Ontario",35528,"Median total income, both sexes (dollars)",v61487211,101.3,31160
2012,"Port Hope, Ontario",35528,"Median total income, both sexes (dollars)",v61487211,101.3,32480
2011,"Port Hope, Ontario",35528,Canadian index of median total income,v61487212,101.31,103.2
2012,"Port Hope, Ontario",35528,Canadian index of median total income,v61487212,101.31,103.7
2011,"Port Hope, Ontario",35528,Provincial index of median total income,v61487213,101.32,102.9
2012,"Port Hope, Ontario",35528,Provincial index of median total income,v61487213,101.32,103.7
2011,"Port Hope, Ontario",35528,Number of persons reporting employment income and/or Employment Insurance,v61487214,101.34,8930
2012,"Port Hope, Ontario",35528,Number of persons reporting employment income and/or Employment Insurance,v61487214,101.34,8980
2011,"Port Hope, Ontario",35528,Percentage of females reporting employment income and/or Employment Insurance,v61487215,101.35,48
2012,"Port Hope, Ontario",35528,Percentage of females reporting employment income and/or Employment Insurance,v61487215,101.35,48
2011,"Port Hope, Ontario",35528,Percentage of persons with labour income receiving Employment Insurance,v61487216,101.36,13
2012,"Port Hope, Ontario",35528,Percentage of persons with labour income receiving Employment Insurance,v61487216,101.36,13
2011,"Port Hope, Ontario",35528,"Median employment income, males (dollars)",v61487217,101.37,33510
2012,"Port Hope, Ontario",35528,"Median employment income, males (dollars)",v61487217,101.37,34690
2011,"Port Hope, Ontario",35528,"Median employment income, females (dollars)",v61487218,101.38,22910
2012,"Port Hope, Ontario",35528,"Median employment income, females (dollars)",v61487218,101.38,23270
2011,"Port Hope, Ontario",35528,"Median employment income, both sexes (dollars)",v61487219,101.39,27120
2012,"Port Hope, Ontario",35528,"Median employment income, both sexes (dollars)",v61487219,101.39,27800
2011,"Port Hope, Ontario",35528,Number of persons reporting Canada Child Tax Benefits,v61487220,101.4,1590
2012,"Port Hope, Ontario",35528,Number of persons reporting Canada Child Tax Benefits,v61487220,101.4,1560
2011,"Port Hope, Ontario",35528,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487221,101.41,5275
2012,"Port Hope, Ontario",35528,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487221,101.41,5265
2011,"Peterborough, Ontario",35529,Number of taxfilers,v42200216,44.1,93670
2012,"Peterborough, Ontario",35529,Number of taxfilers,v42200216,44.1,92650
2011,"Peterborough, Ontario",35529,Percentage of taxfilers aged 0 to 24 years,v42200218,44.3,12
2012,"Peterborough, Ontario",35529,Percentage of taxfilers aged 0 to 24 years,v42200218,44.3,12
2011,"Peterborough, Ontario",35529,Percentage of taxfilers aged 25 to 44 years,v42200219,44.4,27
2012,"Peterborough, Ontario",35529,Percentage of taxfilers aged 25 to 44 years,v42200219,44.4,27
2011,"Peterborough, Ontario",35529,Percentage of taxfilers aged 45 to 64 years,v42200220,44.5,36
2012,"Peterborough, Ontario",35529,Percentage of taxfilers aged 45 to 64 years,v42200220,44.5,35
2011,"Peterborough, Ontario",35529,Percentage of taxfilers aged 65 years and over,v42200221,44.6,25
2012,"Peterborough, Ontario",35529,Percentage of taxfilers aged 65 years and over,v42200221,44.6,25
2011,"Peterborough, Ontario",35529,Average age of taxfilers (years),v42200222,44.7,50
2012,"Peterborough, Ontario",35529,Average age of taxfilers (years),v42200222,44.7,50
2011,"Peterborough, Ontario",35529,"Percentage of taxfilers, female",v42200223,44.8,53
2012,"Peterborough, Ontario",35529,"Percentage of taxfilers, female",v42200223,44.8,53
2011,"Peterborough, Ontario",35529,"Percentage of taxfilers, married",v42200224,44.9,51
2012,"Peterborough, Ontario",35529,"Percentage of taxfilers, married",v42200224,44.9,51
2011,"Peterborough, Ontario",35529,Percentage of taxfilers in apartments,v42200225,44.1,6
2012,"Peterborough, Ontario",35529,Percentage of taxfilers in apartments,v42200225,44.1,6
2011,"Peterborough, Ontario",35529,Number of persons,v42200226,44.11,116710
2012,"Peterborough, Ontario",35529,Number of persons,v42200226,44.11,115340
2011,"Peterborough, Ontario",35529,Percentage of persons aged 0 to 24 years,v42200228,44.13,29
2012,"Peterborough, Ontario",35529,Percentage of persons aged 0 to 24 years,v42200228,44.13,29
2011,"Peterborough, Ontario",35529,Percentage of persons aged 25 to 44 years,v42200229,44.14,22
2012,"Peterborough, Ontario",35529,Percentage of persons aged 25 to 44 years,v42200229,44.14,22
2011,"Peterborough, Ontario",35529,Percentage of persons aged 45 to 64 years,v42200230,44.15,29
2012,"Peterborough, Ontario",35529,Percentage of persons aged 45 to 64 years,v42200230,44.15,29
2011,"Peterborough, Ontario",35529,Percentage of persons aged 65 years and over,v42200231,44.16,20
2012,"Peterborough, Ontario",35529,Percentage of persons aged 65 years and over,v42200231,44.16,21
2011,"Peterborough, Ontario",35529,Average age of persons (years),v42200232,44.17,42
2012,"Peterborough, Ontario",35529,Average age of persons (years),v42200232,44.17,42
2011,"Peterborough, Ontario",35529,"Percentage of persons, female",v42200233,44.18,52
2012,"Peterborough, Ontario",35529,"Percentage of persons, female",v42200233,44.18,53
2011,"Peterborough, Ontario",35529,"Percentage of persons, married",v42200234,44.19,41
2012,"Peterborough, Ontario",35529,"Percentage of persons, married",v42200234,44.19,41
2011,"Peterborough, Ontario",35529,Percentage of persons in apartments,v42200235,44.2,6
2012,"Peterborough, Ontario",35529,Percentage of persons in apartments,v42200235,44.2,6
2011,"Peterborough, Ontario",35529,Number of persons with total income,v42200236,44.21,93140
2012,"Peterborough, Ontario",35529,Number of persons with total income,v42200236,44.21,91580
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $15,000 and over",v42200237,44.22,76
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $15,000 and over",v42200237,44.22,77
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $25,000 and over",v42200238,44.23,57
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $25,000 and over",v42200238,44.23,58
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $35,000 and over",v42200239,44.24,43
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $35,000 and over",v42200239,44.24,44
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $50,000 and over",v42200240,44.25,26
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $50,000 and over",v42200240,44.25,27
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $75,000 and over",v42200241,44.26,12
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $75,000 and over",v42200241,44.26,12
2011,"Peterborough, Ontario",35529,"Percentage of persons with total income $100,000 and over",v42200242,44.27,5
2012,"Peterborough, Ontario",35529,"Percentage of persons with total income $100,000 and over",v42200242,44.27,5
2011,"Peterborough, Ontario",35529,"Median total income, males (dollars)",v42200243,44.28,35980
2012,"Peterborough, Ontario",35529,"Median total income, males (dollars)",v42200243,44.28,36860
2011,"Peterborough, Ontario",35529,"Median total income, females (dollars)",v42200244,44.29,25030
2012,"Peterborough, Ontario",35529,"Median total income, females (dollars)",v42200244,44.29,25970
2011,"Peterborough, Ontario",35529,"Median total income, both sexes (dollars)",v42200245,44.3,29580
2012,"Peterborough, Ontario",35529,"Median total income, both sexes (dollars)",v42200245,44.3,30420
2011,"Peterborough, Ontario",35529,Canadian index of median total income,v42200246,44.31,98
2012,"Peterborough, Ontario",35529,Canadian index of median total income,v42200246,44.31,97.1
2011,"Peterborough, Ontario",35529,Provincial index of median total income,v42200247,44.32,97.7
2012,"Peterborough, Ontario",35529,Provincial index of median total income,v42200247,44.32,97.2
2011,"Peterborough, Ontario",35529,Number of persons reporting employment income and/or Employment Insurance,v42200249,44.34,64830
2012,"Peterborough, Ontario",35529,Number of persons reporting employment income and/or Employment Insurance,v42200249,44.34,63730
2011,"Peterborough, Ontario",35529,Percentage of females reporting employment income and/or Employment Insurance,v42200250,44.35,49
2012,"Peterborough, Ontario",35529,Percentage of females reporting employment income and/or Employment Insurance,v42200250,44.35,49
2011,"Peterborough, Ontario",35529,Percentage of persons with labour income receiving Employment Insurance,v42200251,44.36,12
2012,"Peterborough, Ontario",35529,Percentage of persons with labour income receiving Employment Insurance,v42200251,44.36,12
2011,"Peterborough, Ontario",35529,"Median employment income, males (dollars)",v42200252,44.37,30390
2012,"Peterborough, Ontario",35529,"Median employment income, males (dollars)",v42200252,44.37,31050
2011,"Peterborough, Ontario",35529,"Median employment income, females (dollars)",v42200253,44.38,24180
2012,"Peterborough, Ontario",35529,"Median employment income, females (dollars)",v42200253,44.38,25240
2011,"Peterborough, Ontario",35529,"Median employment income, both sexes (dollars)",v42200254,44.39,26930
2012,"Peterborough, Ontario",35529,"Median employment income, both sexes (dollars)",v42200254,44.39,27730
2011,"Peterborough, Ontario",35529,Number of persons reporting Canada Child Tax Benefits,v42200255,44.4,12390
2012,"Peterborough, Ontario",35529,Number of persons reporting Canada Child Tax Benefits,v42200255,44.4,12130
2011,"Peterborough, Ontario",35529,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v42200256,44.41,41245
2012,"Peterborough, Ontario",35529,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v42200256,44.41,42215
2011,"Kawartha Lakes, Ontario",35530,Number of taxfilers,v61487222,102.1,58090
2012,"Kawartha Lakes, Ontario",35530,Number of taxfilers,v61487222,102.1,56900
2011,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 0 to 24 years,v61487223,102.3,10
2012,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 0 to 24 years,v61487223,102.3,10
2011,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 25 to 44 years,v61487224,102.4,24
2012,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 25 to 44 years,v61487224,102.4,23
2011,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 45 to 64 years,v61487225,102.5,38
2012,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 45 to 64 years,v61487225,102.5,38
2011,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 65 years and over,v61487226,102.6,27
2012,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers aged 65 years and over,v61487226,102.6,28
2011,"Kawartha Lakes, Ontario",35530,Average age of taxfilers (years),v61487227,102.7,52
2012,"Kawartha Lakes, Ontario",35530,Average age of taxfilers (years),v61487227,102.7,52
2011,"Kawartha Lakes, Ontario",35530,"Percentage of taxfilers, female",v61487228,102.8,52
2012,"Kawartha Lakes, Ontario",35530,"Percentage of taxfilers, female",v61487228,102.8,52
2011,"Kawartha Lakes, Ontario",35530,"Percentage of taxfilers, married",v61487229,102.9,55
2012,"Kawartha Lakes, Ontario",35530,"Percentage of taxfilers, married",v61487229,102.9,55
2011,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers in apartments,v61487230,102.1,3
2012,"Kawartha Lakes, Ontario",35530,Percentage of taxfilers in apartments,v61487230,102.1,3
2011,"Kawartha Lakes, Ontario",35530,Number of persons,v61487231,102.11,71920
2012,"Kawartha Lakes, Ontario",35530,Number of persons,v61487231,102.11,70050
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 0 to 24 years,v61487232,102.13,27
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 0 to 24 years,v61487232,102.13,26
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 25 to 44 years,v61487233,102.14,19
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 25 to 44 years,v61487233,102.14,19
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 45 to 64 years,v61487234,102.15,32
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 45 to 64 years,v61487234,102.15,31
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 65 years and over,v61487235,102.16,22
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons aged 65 years and over,v61487235,102.16,23
2011,"Kawartha Lakes, Ontario",35530,Average age of persons (years),v61487236,102.17,44
2012,"Kawartha Lakes, Ontario",35530,Average age of persons (years),v61487236,102.17,45
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons, female",v61487237,102.18,51
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons, female",v61487237,102.18,51
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons, married",v61487238,102.19,45
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons, married",v61487238,102.19,45
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons in apartments,v61487239,102.2,2
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons in apartments,v61487239,102.2,2
2011,"Kawartha Lakes, Ontario",35530,Number of persons with total income,v61487240,102.21,57770
2012,"Kawartha Lakes, Ontario",35530,Number of persons with total income,v61487240,102.21,56280
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $15,000 and over",v61487241,102.22,76
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $15,000 and over",v61487241,102.22,77
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $25,000 and over",v61487242,102.23,55
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $25,000 and over",v61487242,102.23,57
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $35,000 and over",v61487243,102.24,41
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $35,000 and over",v61487243,102.24,43
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $50,000 and over",v61487244,102.25,24
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $50,000 and over",v61487244,102.25,25
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $75,000 and over",v61487245,102.26,10
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $75,000 and over",v61487245,102.26,11
2011,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $100,000 and over",v61487246,102.27,4
2012,"Kawartha Lakes, Ontario",35530,"Percentage of persons with total income $100,000 and over",v61487246,102.27,4
2011,"Kawartha Lakes, Ontario",35530,"Median total income, males (dollars)",v61487247,102.28,35770
2012,"Kawartha Lakes, Ontario",35530,"Median total income, males (dollars)",v61487247,102.28,37050
2011,"Kawartha Lakes, Ontario",35530,"Median total income, females (dollars)",v61487248,102.29,23450
2012,"Kawartha Lakes, Ontario",35530,"Median total income, females (dollars)",v61487248,102.29,24310
2011,"Kawartha Lakes, Ontario",35530,"Median total income, both sexes (dollars)",v61487249,102.3,28410
2012,"Kawartha Lakes, Ontario",35530,"Median total income, both sexes (dollars)",v61487249,102.3,29580
